Value,Disaggregation combinations using this value,Number of indicators
240.740741,1,1
2408.62069,1,1
240.928486,1,1
241.0,1,1
2410.0,2,1
24140.0,1,1
2415.0,2,1
241.501104,1,1
2418.0,1,1
241.818182,1,1
24194.1176,1,1
242.0,1,1
2420.0,1,1
242.323651,1,1
242.342342,1,1
24.2424242,1,1
242.5,1,1
24278.0,1,1
24.2829828,1,1
243.0,1,1
2430.0,2,1
243.096234,1,1
24355.0,1,1
244.0,2,1
2440.0,1,1
2442.0,1,1
2446.51163,1,1
245.0,5,1
2450.0,1,1
245.070423,1,1
24.5098039,1,1
2455.0,1,1
2458.13953,1,1
245.833333,1,1
2.45901639,1,1
24.5901639,1,1
246.0,2,1
2460.0,3,1
2460.34483,1,1
2460.60606,1,1
2460.97561,1,1
2461.0,1,1
246.473029,1,1
2465.0,1,1
2468.0,1,1
246.899139,1,1
2469.0,1,1
2469.76744,1,1
247.0,2,1
2471.0,1,1
247.41784,1,1
2475.0,2,1
247.692308,1,1
247.980998,1,1
248.0,2,1
2480.0,2,1
2485.0,1,1
24855.0,1,1
248.648649,1,1
24895.0,1,1
249.0,1,1
2490.0,2,1
24901.0,1,1
2491.0,1,1
2492.0,1,1
2495.0,2,1
24950.0,1,1
2496.15385,1,1
249.765258,1,1
25.0,11,1
250.0,5,1
2500.0,1,1
2503.44828,1,1
250.409463,1,1
2506.87023,1,1
2507.14286,1,1
25082.0,1,1
2.50896057,1,1
2510.0,3,1
2510.38961,1,1
251.06383,1,1
2511.11111,1,1
2512.06897,1,1
2515.0,1,1
251.659751,1,1
251.890756,1,1
2520.0,1,1
25.210084,1,1
2.5219828,1,1
252.201258,1,1
2525.0,3,1
2526.0,1,1
253.0,2,1
2530.0,1,1
253.271984,1,1
2535.13514,1,1
253.643967,1,1
253.644647,1,1
253.658537,1,1
253.73444,1,1
2537.36264,1,1
253.741497,1,1
2537.93103,1,1
254.0,1,1
2540.0,1,1
25.4237288,1,1
254.460094,1,1
2545.0,1,1
25450.0,1,1
2545.16129,1,1
254.545455,1,1
254.850609,1,1
255.0,4,1
2550.0,2,1
2552.0,1,1
255.294118,1,1
2553.0,1,1
25.5319149,1,1
2553.84615,1,1
255.434783,1,1
2554.54545,1,1
2555.0,1,1
255.555556,1,1
255.702918,1,1
2557.14286,1,1
2560.0,1,1
25.6157635,1,1
256.25,1,1
2565.25424,1,1
2566.66667,1,1
25.698324,1,1
257.0,3,1
2570.0,1,1
25710.0,1,1
257.142857,3,1
257.407407,1,1
2574.4186,1,1
2575.0,2,1
257.6,1,1
2578.0,1,1
257.883817,1,1
2580.0,2,1
25.8064516,1,1
25830.0,1,1
2585.0,1,1
2586.04651,1,1
2587.0,1,1
259.0,1,1
2590.0,1,1
2591.17647,1,1
25915.0,1,1
259.15493,1,1
2592.0,1,1
2592.30769,1,1
2595.0,1,1
259.590793,1,1
2596.07843,1,1
25975.0,1,1
259.768908,1,1
25995.0,1,1
26.0,4,1
260.0,5,1
2600.0,1,1
2601.83486,1,1
2602.0,1,1
2603.125,1,1
2605.0,1,1
2606.89655,1,1
2607.31707,1,1
26085.0,1,1
260.869565,1,1
26.0869565,1,1
261.0,3,1
2610.0,1,1
2612.96296,1,1
2614.28571,1,1
2615.0,2,1
26160.0,1,1
261.827321,1,1
262.0,1,1
262.033195,1,1
26.2295082,1,1
2625.0,1,1
2625.27473,1,1
2627.0,1,1
26298.0,1,1
263.0,3,1
2630.0,1,1
26315.0,1,1
263.283582,1,1
2635.0,2,1
26.3613861,1,1
264.0,1,1
2640.0,3,1
2640.25974,1,1
2644.32497,1,1
2645.0,1,1
2645.45455,1,1
264.625599,1,1
2647.0,1,1
264.810033,1,1
265.0,9,1
2650.0,2,1
26500.0,1,1
265.384615,1,1
2655.0,1,1
2656.0,1,1
265.625,1,1
2657.0,1,1
2660.0,2,1
26601.0,1,1
26.6427718,1,1
266.530125,1,1
26.6533066,1,1
2666.66667,1,1
26690.0,1,1
2670.0,3,1
26705.0,1,1
2671.42857,1,1
2673.68421,1,1
26767.0,1,1
268.0,1,1
2680.0,3,1
2682.0,1,1
2684.31373,1,1
2685.0,2,1
26.8608414,1,1
269.0,1,1
2690.0,3,1
2690.90909,1,1
269.246862,1,1
269.35867,1,1
26963.0,1,1
269.785919,1,1
27.0,2,1
270.0,5,1
270.292887,1,1
2705.0,1,1
2707.69231,1,1
2709.09091,1,1
271.0,2,1
271.184023,1,1
27.1186441,1,1
2712.5,1,1
27130.0,1,1
2715.0,2,1
272.0,4,1
2720.0,2,1
27200.0,1,1
272.406639,1,1
2725.0,2,1
2726.92308,1,1
2727.27273,1,1
273.0,1,1
27310.0,1,1
273.202614,1,1
273.275862,1,1
2733.33333,1,1
2735.0,1,1
2736.53846,1,1
2737.0,1,1
2738.70968,1,1
2740.0,2,1
2743.22034,1,1
2745.0,2,1
2746.0,1,1
275.0,6,1
2750.0,3,1
27531.0,1,1
27.543036,1,1
2755.0,1,1
275.523013,1,1
2755.76923,1,1
2756.0,2,1
27.5862069,1,1
276.060494,1,1
2765.0,1,1
2765.85366,1,1
2766.0,1,1
276.600985,1,1
27.6845638,1,1
2770.0,1,1
2771.0,1,1
2775.0,1,1
2776.19048,1,1
277.634011,1,1
2780.0,2,1
278.005115,1,1
2782.0,1,1
27820.0,1,1
2784.10992,1,1
2784.61538,1,1
2785.0,2,1
2785.71429,1,1
2786.0,1,1
27.8688525,1,1
278.859857,1,1
279.0,1,1
2790.0,1,1
2790.625,1,1
279.310345,1,1
2795.0,1,1
2796.1039,1,1
2798.0,1,1
279.933604,1,1
28.0,2,1
280.0,8,1
28020.0,1,1
280.434783,1,1
280.442804,1,1
2805.66038,1,1
28073.0,1,1
28.0898876,1,1
2809.79689,1,1
281.0,1,1
2810.0,1,1
2812.0,1,1
28.125,1,1
28155.0,1,1
28.1767956,1,1
2820.0,2,1
28.2051282,1,1
2821.56863,1,1
2826.82927,1,1
2828.57143,1,1
283.0,2,1
2830.0,1,1
28.3185841,1,1
283.647799,1,1
28.3707865,1,1
28375.0,1,1
28395.0,1,1
283.952255,1,1
2840.0,1,1
2841.86047,1,1
28425.0,1,1
284.375,1,1
28.440367,1,1
2844.44444,1,1
2845.0,1,1
284.615385,1,1
28465.0,1,1
2847.0,1,1
284.870849,1,1
28.4916201,1,1
285.0,7,1
2850.0,2,1
285.185185,1,1
285.189967,1,1
2854.0,1,1
2855.0,1,1
285.896269,1,1
2860.0,4,1
2863.0,1,1
28695.0,1,1
286.956522,1,1
287.0,1,1
2.8708134,1,1
287.192118,1,1
287.438129,1,1
2875.60976,1,1
2878.57143,1,1
288.048996,1,1
2880.76923,1,1
2881.0,1,1
288.118812,1,1
28.8135593,1,1
28825.0,1,1
288.361045,1,1
288.382688,1,1
2885.0,1,1
288.986979,1,1
2890.0,2,1
28905.0,1,1
2895.0,1,1
28990.0,1,1
29.0,3,1
290.0,1,1
2900.0,2,1
290.082645,1,1
29.0322581,1,1
290.630764,1,1
29065.0,1,1
291.0,2,1
2910.0,2,1
2913.0,1,1
291.304348,1,1
29.1344124,1,1
2915.0,2,1
29.1666667,1,1
2916.94915,1,1
2917.0,1,1
2917.85714,1,1
2918.55779,1,1
29190.0,1,1
292.0,1,1
292.384106,1,1
2927.0,1,1
29.3103448,2,1
293.220339,1,1
294.0,1,1
2940.0,1,1
2945.0,1,1
294.579173,1,1
294.594595,1,1
2946.0,1,1
2946.875,1,1
295.0,6,1
295.320197,1,1
2955.0,1,1
2956.0,1,1
2956.45161,1,1
296.226415,1,1
29.6296296,2,1
296.615385,1,1
29.6680498,1,1
2968.96552,1,1
29699.0,1,1
297.0,1,1
2973.17073,1,1
2975.0,3,1
2975.4717,1,1
2976.0,1,1
298.0,1,1
2980.0,2,1
2980.64516,1,1
2985.0,2,1
29.8507463,1,1
29865.0,1,1
29.8701299,1,1
298.791541,1,1
29.8904538,1,1
299.0,1,1
2995.0,1,1
299.558499,1,1
299.635842,1,1
2998.0,1,1
299.801368,1,1
30.0,5,1
300.0,5,1
3000.0,1,1
3000.91743,1,1
3001.5625,1,1
30.0262009,1,1
300.463474,1,1
3005.0,1,1
30.0813008,1,1
3010.0,3,1
3015.0,1,1
301.511808,1,1
302.0,1,1
3020.0,2,1
3022.54902,1,1
30.2270012,1,1
30.2325581,1,1
30.2446444,1,1
3025.0,2,1
3029.03226,1,1
303.0,2,1
3030.0,3,1
3035.0,2,1
3040.0,1,1
30.4347826,1,1
3045.0,1,1
3046.78899,1,1
304.833837,1,1
305.0,4,1
30.5084746,1,1
305.128205,1,1
305.357143,1,1
30.5358948,1,1
3055.0,1,1
305.649967,1,1
3056.97674,1,1
3060.0,2,1
306.036446,1,1
3060.55046,1,1
30.6451613,1,1
3065.0,1,1
30.6818182,1,1
3070.0,2,1
3075.0,1,1
3075.67568,1,1
307.643312,1,1
30.7692308,1,1
3.07692308,1,1
3080.55556,1,1
3081.81818,1,1
3083.0,1,1
308.388521,1,1
308.567775,1,1
3086.04651,1,1
30870.0,1,1
3087.5,1,1
30880.0,1,1
3088.67925,1,1
3094.0,1,1
3095.2381,1,1
3097.0,1,1
309.738717,1,1
31.0,3,1
310.0,2,1
3100.0,1,1
31025.0,1,1
3103.125,1,1
3105.0,2,1
310.876133,1,1
311.0,3,1
31.147541,1,1
3115.0,1,1
311.637931,1,1
3118.75,1,1
311.884794,1,1
312.0,1,1
3120.0,1,1
3.125,1,1
3125.0,2,1
312.561576,1,1
31.25,1,1
312.5,1,1
313.043478,1,1
313.355408,1,1
3135.0,2,1
313.546798,1,1
3136.0,1,1
31385.0,1,1
3139.0,1,1
314.0,2,1
3140.0,2,1
314.285714,1,1
31.4285714,1,1
3143.0,1,1
31436.0,1,1
3145.0,1,1
3146.0,1,1
315.0,3,1
3150.0,2,1
315.151515,1,1
31525.0,1,1
315.407855,1,1
3155.0,1,1
31580.0,1,1
3159.54198,1,1
316.0,2,1
3160.0,1,1
31600.0,1,1
316.078128,1,1
3161.76471,1,1
3162.29508,1,1
316.256158,1,1
3.16678395,1,1
3167.0,1,1
3169.23077,1,1
3170.0,1,1
3177.77778,1,1
3180.0,1,1
3185.0,1,1
3186.0,1,1
31.8681319,1,1
3188.46154,1,1
3188.88889,1,1
3189.47368,1,1
3190.32258,1,1
319.098143,1,1
31.9164529,1,1
3192.0,1,1
31.9248826,1,1
3193.0,1,1
3195.0,1,1
32.0,4,1
320.0,2,1
3201.72414,1,1
320.529801,1,1
32.0754717,1,1
3210.0,1,1
321.118012,1,1
3212.5,1,1
3213.0,1,1
321.974522,1,1
3220.0,3,1
3221.0,1,1
3221.42857,1,1
322.656961,1,1
322.737307,1,1
322.960725,1,1
323.076923,1,1
3235.0,3,1
32413.0,1,1
3242.85714,1,1
3245.0,1,1
3246.77419,1,1
3248.83721,1,1
3248.88653,1,1
325.0,5,1
3250.0,2,1
3.25203252,1,1
32545.0,1,1
325.496689,1,1
3255.0,1,1
3257.14286,1,1
326.0,1,1
326.086957,1,1
327.0,2,1
327.152318,1,1
3275.0,1,1
3276.0,1,1
327.743902,1,1
328.0,1,1
3281.0,1,1
32.8125,1,1
328.256071,1,1
328.388747,1,1
3285.0,1,1
328.715365,1,1
32880.0,1,1
3290.625,1,1
329.151292,1,1
329.347826,1,1
3294.0,1,1
3295.0,3,1
32.9650092,1,1
329.667519,1,1
32.967033,1,1
329.87013,1,1
329.956897,1,1
33.0,3,1
330.0,4,1
3300.0,3,1
33.0275229,1,1
330.463576,1,1
3306.86275,1,1
331.0,3,1
3310.0,1,1
332.0,1,1
3328.57143,1,1
333.0,1,1
333.121019,1,1
333.222958,1,1
33.3333333,3,1
333.43949,1,1
333.538462,1,1
3337.5,1,1
33.3907057,1,1
334.679335,1,1
3347.36842,1,1
3347.76119,1,1
334.782609,1,1
335.0,3,1
3350.0,2,1
33510.0,1,1
335.185185,1,1
3.35195531,1,1
3352.0,1,1
335.245902,1,1
3355.0,2,1
3355.55556,1,1
336.0,2,1
3360.0,2,1
3366.10169,1,1
3367.74194,1,1
3370.0,1,1
337.054632,1,1
33.7245213,1,1
337.340153,1,1
337.5,3,1
3375.0,1,1
337.898089,1,1
338.0,2,1
3380.0,1,1
338.066465,1,1
3382.0,1,1
338.423645,1,1
33.8842975,1,1
339.0,2,1
3390.0,1,1
339.258312,1,1
339.285714,1,1
34.0,4,1
340.0,4,1
3400.0,5,1
340.217391,1,1
34.0605208,1,1
34.0807175,1,1
3.40909091,2,1
3410.0,2,1
3411.62791,1,1
341.304348,1,1
34.1463415,1,1
3415.0,1,1
3419.0,1,1
342.0,1,1
3420.0,1,1
3424.5098,1,1
3425.0,1,1
3426.31579,1,1
342.675159,1,1
343.0,1,1
3430.0,3,1
343.052392,1,1
343.103448,1,1
3435.0,2,1
34.3537415,1,1
3438.46154,1,1
344.0,1,1
34.4343263,1,1
34.4418052,1,1
3445.0,2,1
344.581281,1,1
345.0,4,1
3453.57143,1,1
34540.0,1,1
345.404914,1,1
3455.0,2,1
3457.14286,1,1
345.762712,1,1
345.812808,1,1
3460.0,1,1
3460.60606,1,1
34.6153846,2,1
34.6534653,1,1
3467.16418,1,1
346.956522,1,1
347.0,1,1
3470.0,2,1
347.038724,1,1
347.21826,1,1
3475.0,1,1
3475.75758,1,1
347.679709,1,1
3480.64516,1,1
348.275862,1,1
3485.0,3,1
3485.9375,1,1
348.640483,1,1
34.8837209,2,1
348.849105,1,1
349.0,1,1
349.019608,1,1
349.507389,1,1
3.4965035,1,1
3498.0,1,1
34980.0,1,1
35.0,4,1
350.0,3,1
350.127877,1,1
3508.0,1,1
3510.0,1,1
351.219512,1,1
351.306413,1,1
3514.0,1,1
35.1648352,1,1
35165.0,1,1
352.0,2,1
3520.0,2,1
3521.62162,1,1
35250.0,1,1
352.923077,1,1
353.0,1,1
3535.0,1,1
353.68171,1,1
35385.0,1,1
354.0,1,1
35.4166667,1,1
35.483871,1,1
354.907162,1,1
355.0,5,1
3551.16279,1,1
355.208333,1,1
355.414013,1,1
3555.0,2,1
3556.86275,1,1
35.5932203,1,1
356.0,5,1
3562.16216,1,1
3565.0,2,1
356.521739,1,1
3566.66667,1,1
357.0,2,1
3570.0,2,1
35.7142857,1,1
3571.64179,1,1
35.768262,1,1
357.703927,1,1
3580.0,2,1
358.153846,1,1
358.333333,1,1
3587.5,1,1
359.0,1,1
359.214502,1,1
3595.0,1,1
360.0,2,1
3600.0,3,1
360.418562,1,1
3605.0,2,1
360.615385,1,1
3609.43796,1,1
36.0,5,1
361.111111,1,1
3614.28571,1,1
3616.0,1,1
361.67948,1,1
36.1702128,1,1
3617.21311,1,1
36.1722956,1,1
361.783439,1,1
3619.0,1,1
362.0,1,1
3620.0,2,1
3621.42857,1,1
36215.0,1,1
362.238399,1,1
362.284483,1,1
36230.0,1,1
3623.8806,1,1
362.5,1,1
3625.0,1,1
36290.0,1,1
363.0,3,1
3632.75862,1,1
363.384615,1,1
3635.0,2,1
363.603276,1,1
36.3636364,3,1
3636.84211,1,1
3638.0,1,1
36385.0,1,1
36.39399,1,1
3640.0,1,1
36.4016736,1,1
364.102564,1,1
364.123007,1,1
3641.93548,1,1
364.285714,1,1
36485.0,1,1
364.968153,2,1
365.0,5,1
3650.0,3,1
365.313653,1,1
3655.0,1,1
36.5853659,1,1
366.400911,1,1
3667.85714,1,1
3670.0,1,1
3675.0,1,1
36.7546848,1,1
36760.0,1,1
367.761194,1,1
3677.77778,1,1
3684.0,1,1
3684.72222,1,1
368.518519,1,1
3685.71429,2,1
36880.0,1,1
369.034608,1,1
369.230769,1,1
3695.0,1,1
37.0,8,1
370.0,3,1
3700.0,1,1
37.037037,1,1
3705.0,3,1
37.0967742,1,1
3710.0,1,1
37140.0,1,1
3715.0,1,1
372.0,1,1
372.222222,1,1
3724.0,1,1
3725.0,3,1
37250.0,1,1
372.826087,1,1
373.0,3,1
3730.0,1,1
373.076923,1,1
3731.39535,1,1
37325.0,1,1
3733.0,1,1
3735.0,1,1
37.3626374,1,1
37370.0,1,1
373.785166,1,1
3738.15789,1,1
373.88535,1,1
374.0,3,1
3742.85714,1,1
374.358974,1,1
37440.0,1,1
374.424552,1,1
3745.0,1,1
375.0,1,1
3750.0,1,1
3753.44828,1,1
375.692308,1,1
3757.14286,1,1
3760.46512,1,1
376.11465,1,1
376.229508,1,1
37635.0,1,1
3765.0,1,1
37695.0,1,1
377.0,2,1
37705.0,1,1
37.71518,1,1
37.7245509,1,1
3772.88136,1,1
3.77358491,1,1
3775.0,1,1
378.0,2,1
3780.0,1,1
378.116711,1,1
3785.0,3,1
379.0,1,1
3790.0,1,1
37900.0,1,1
37905.0,1,1
379.076923,1,1
3793.93939,1,1
3795.0,1,1
379.579208,1,1
3797.05882,1,1
38.0,2,1
380.0,7,1
3800.0,1,1
38.0481779,1,1
38080.0,1,1
381.0,1,1
3810.0,1,1
381.081081,1,1
38.1355932,1,1
38140.0,1,1
3815.0,1,1
3820.0,1,1
38.2113821,1,1
3823.0,1,1
382.484076,1,1
382.5,1,1
3828.57143,1,1
3830.0,2,1
3830.55556,1,1
38.3216783,1,1
3835.0,1,1
384.076433,1,1
3845.0,1,1
38454.0,1,1
3845.94595,1,1
384.848485,1,1
385.0,2,1
38.5093168,1,1
3851.0,1,1
3853.0,1,1
3855.0,1,1
38550.0,1,1
385.714286,1,1
3858.01527,1,1
3859.0,1,1
3864.28571,2,1
386.956522,1,1
3870.0,1,1
3875.0,2,1
3880.0,2,1
3885.0,1,1
3890.0,3,1
389.130435,1,1
3891.52542,1,1
38925.0,1,1
38940.0,1,1
38950.0,1,1
39.0,6,1
390.0,4,1
3900.0,2,1
39.0293225,1,1
390.804598,1,1
39.1774892,1,1
392.0,2,1
3925.0,2,1
39.2605634,1,1
39.2857143,1,1
3928.57143,1,1
393.0,1,1
3930.30303,1,1
393.333333,1,1
3935.0,1,1
39390.0,1,1
3940.0,1,1
39.4230769,1,1
3944.64286,1,1
3945.45455,1,1
395.0,5,1
396.0,1,1
39615.0,1,1
39650.0,1,1
39.6551724,1,1
397.0,2,1
39.7058824,1,1
3971.42857,1,1
397.146933,1,1
3975.0,1,1
3978.57143,1,1
398.0,1,1
3980.0,1,1
39.8305085,1,1
39.8791541,1,1
399.0,2,1
39900.0,1,1
3997.05882,1,1
40.0,4,1
400.0,4,1
4000.0,2,1
40032.0,1,1
4010.0,1,1
40.1960784,1,1
401.98939,1,1
4.0201005,1,1
4021.21212,1,1
4029.37434,1,1
4030.0,2,1
4034.61538,1,1
4035.0,1,1
40.3846154,1,1
404.0,2,1
404.310345,1,1
404.347826,1,1
405.0,5,1
4051.16279,1,1
40.5188388,1,1
4052.0,1,1
405.333333,1,1
40565.0,1,1
405.96817,1,1
406.0,3,1
4061.29032,1,1
40.625,2,1
406.465517,1,1
40.6504065,1,1
4.06504065,1,1
40.6779661,1,1
40707.0,1,1
4072.13115,1,1
4075.0,1,1
407.95756,1,1
4080.0,1,1
4081.81818,1,1
40.8333333,1,1
40.8510638,1,1
40.8521303,1,1
4086.0,1,1
40.8602151,1,1
40.8695652,1,1
4090.0,1,1
4093.54839,1,1
409.433962,1,1
4094.91525,1,1
4095.0,1,1
40.952381,1,1
40.9574468,1,1
4096.9697,1,1
409.836066,1,1
40.9959286,1,1
41.0,6,1
410.0,7,1
4101.38889,1,1
411.0,1,1
4114.28571,2,1
4115.0,1,1
41.1764706,1,1
411.853448,1,1
412.0,1,1
4120.0,1,1
41.2371134,1,1
412.738854,1,1
412.962963,1,1
41324.0,1,1
414.0,2,1
4144.27481,1,1
41.4634146,1,1
414.922481,1,1
415.0,5,1
415.251989,1,1
41.5254237,1,1
4154.23729,1,1
415.590849,1,1
415.915119,1,1
41.6107383,1,1
416.163793,1,1
4163.0,1,1
416.470588,1,1
416.964286,1,1
417.0,2,1
4170.4918,1,1
4171.42857,1,1
41.7582418,1,1
41.7910448,1,1
4180.0,1,1
41.8287938,1,1
4185.0,1,1
418.544936,1,1
41.8604651,1,1
418.75,1,1
4187.87879,1,1
418.803419,1,1
418.918919,1,1
419.178082,1,1
419.642857,2,1
419.87061,1,1
42.0,3,1
420.0,1,1
4200.0,1,1
4201.69671,1,1
420.37037,1,1
4205.08475,1,1
42.0626896,1,1
4207.69231,1,1
420.833333,1,1
42.0886076,1,1
421.0,1,1
42.1348315,1,1
421.551724,1,1
421.73913,1,1
42.1744325,1,1
42.2018349,1,1
42.2290389,1,1
422.865854,1,1
4.22960725,1,1
423.0,2,1
4231.39535,1,1
42.3728814,1,1
4238.70968,1,1
424.0,1,1
4241.0,1,1
424.25107,1,1
425.0,4,1
4257.14286,1,1
426.0,1,1
42.6364573,1,1
427.0,1,1
4270.0,1,1
427.070064,1,1
4275.0,1,1
4281.35593,1,1
428.53067,1,1
42.8571429,1,1
429.0,1,1
42.9577465,1,1
43.0,4,1
430.0,4,1
431.0,1,1
4310.0,1,1
431.618826,1,1
431.746032,1,1
4317.64706,1,1
4325.0,2,1
432.810271,1,1
4332.20339,1,1
4341.86047,1,1
43.42723,1,1
4342.85714,1,1
43.457189,1,1
4.34782609,1,1
43.4782609,1,1
434.950071,1,1
435.0,2,1
435.135135,1,1
43570.0,1,1
4358.0,1,1
436.0,1,1
4362.96296,1,1
436.637931,1,1
43.6708861,1,1
43695.0,1,1
437.0,1,1
437.221633,1,1
4378.0,1,1
4380.0,1,1
4382.14286,1,1
4385.0,1,1
43860.0,1,1
4387.0,1,1
43890.0,1,1
439.0,1,1
4390.0,1,1
439.229672,1,1
4395.0,1,1
4.3956044,1,1
44.0,5,1
440.0,5,1
4400.0,3,1
440.656205,1,1
440.909091,1,1
440.948276,1,1
4410.6383,1,1
4411.62791,1,1
4.41176471,1,1
441.666667,1,1
4417.85714,1,1
44.2307692,1,1
442.322835,1,1
4423.25581,1,1
442.372881,1,1
4425.42373,1,1
4431.25,1,1
444.0,2,1
4440.0,1,1
4442.37288,1,1
4446.875,1,1
444.871795,1,1
445.0,6,1
4450.0,1,1
445.34005,1,1
4453.57143,1,1
446.0,2,1
4460.0,2,1
4464.10256,1,1
448.0,1,1
4480.0,1,1
448.269581,1,1
4483.33333,1,1
448.50214,1,1
4489.0,1,1
449.0,1,1
4490.90909,1,1
449.249599,1,1
45.0,5,1
450.0,5,1
4500.0,1,1
4502.0,1,1
4511.11111,1,1
4515.0,1,1
451.908397,1,1
452.0,1,1
4520.36055,1,1
45270.0,1,1
4533.61612,1,1
4535.0,1,1
454.0,1,1
4542.85714,1,1
454.859391,1,1
455.0,2,1
45.5066922,1,1
4551.51515,1,1
4553.84615,1,1
4554.2948,1,1
456.0,1,1
456.756757,1,1
457.0,1,1
4570.21277,1,1
457.195572,1,1
4573.07692,1,1
458.0,1,1
4580.85106,1,1
4.58715596,1,1
45.9459459,2,1
4.59770115,1,1
46.0,3,1
460.0,2,1
4600.0,1,1
4601.0,1,1
4608.33333,1,1
461.0,1,1
461.290323,1,1
46.1538462,1,1
4617.0,1,1
462.0,2,1
463.0,1,1
46.3414634,2,1
4635.0,1,1
4636.84211,1,1
464.0,1,1
4640.0,1,1
4645.0,1,1
465.0,3,1
4650.0,2,1
465.060241,1,1
465.217391,1,1
465.384615,2,1
46.5517241,1,1
4656.41026,1,1
466.0,1,1
46.6666667,1,1
4670.0,1,1
46.7391304,1,1
4677.77778,1,1
46.875,1,1
468.75,1,1
469.0,1,1
4696.0,1,1
46.9780644,1,1
47.0,5,1
470.0,3,1
4700.0,1,1
47.0401825,1,1
47.0588235,2,1
47.0742358,1,1
47.0888662,1,1
4719.44444,2,1
471.95572,1,1
472.0,1,1
4720.0,1,1
47.2496474,1,1
472.834646,1,1
4730.0,1,1
473.800738,1,1
474.074074,1,1
474.576271,1,1
475.0,7,1
47.5409836,1,1
475.49505,1,1
475.645756,1,1
4760.0,1,1
47640.0,1,1
4768.0,1,1
476.923077,1,1
477.490775,1,1
478.0,1,1
4.78723404,1,1
479.335793,1,1
479.79798,1,1
48.0,4,1
480.0,5,1
481.180812,1,1
48.1595092,1,1
482.0,1,1
4828.57143,1,1
483.0,1,1
4835.0,1,1
48.3516484,2,1
4.84104744,1,1
4842.0,1,1
4842.74809,1,1
48.4375,1,1
4845.0,1,1
4845.94595,1,1
48.4848485,1,1
485.0,6,1
485.629921,1,1
486.0,1,1
48.6111111,1,1
4868.75,1,1
487.0,1,1
4874.35897,1,1
487.5,1,1
4875.0,1,1
487.598425,1,1
487.912088,1,1
488.0,1,1
48.8372093,1,1
4895.0,1,1
49.0,4,1
490.0,4,1
4900.0,1,1
49.0384615,1,1
492.0,1,1
4920.0,1,1
4927.77778,1,1
49.3506494,1,1
493.75,1,1
4940.0,1,1
495.0,5,1
495.355191,1,1
496.0,1,1
496.153846,1,1
49.6296296,1,1
49.6461072,1,1
4971.42857,1,1
4980.0,1,1
499.0,1,1
50.0,16,1
500.0,5,1
5005.0,2,1
501.0,1,1
5010.0,1,1
5015.0,2,1
5020.0,1,1
503.0,1,1
5030.0,1,1
5031.94444,1,1
5.03778338,1,1
504.209496,1,1
50.4950495,1,1
505.0,2,1
505.357143,1,1
5055.0,1,1
50.5982906,1,1
506.0,1,1
5060.0,2,1
5066.0,1,1
50.7246377,1,1
508.0,2,1
5080.0,1,1
5082.0,1,1
5085.0,1,1
508.974359,1,1
509.0,2,1
5090.0,1,1
509.243697,1,1
509.375,1,1
5095.0,2,1
51.0,1,1
510.0,1,1
51.0373444,1,1
5105.0,1,1
510.701107,1,1
5110.0,1,1
5111.53846,1,1
5114.28571,1,1
51.1499148,1,1
5115.0,1,1
512.0,1,1
512.5,1,1
5125.0,1,1
5130.0,1,1
51.3513514,1,1
514.0,1,1
5141.0,1,1
515.0,2,1
5155.0,1,1
5156.94444,1,1
51.5873016,1,1
51.5957447,1,1
516.0,2,1
5170.83333,1,1
5.17241379,1,1
51.7482517,1,1
5177.77778,1,1
5180.0,2,1
5185.0,1,1
519.0,1,1
51.9365548,1,1
52.0,3,1
520.0,5,1
5205.0,1,1
521.0,2,1
5210.0,1,1
521.118012,1,1
521.19403,1,1
52.173913,2,1
521.794872,1,1
521.818182,1,1
5220.0,1,1
523.0,1,1
5.23255814,2,1
52.3297491,1,1
5233.33333,1,1
5235.0,2,1
523.616236,1,1
52.3809524,1,1
52.4590164,1,1
525.0,2,1
5250.0,1,1
5251.35135,1,1
52.5423729,2,1
525.641026,1,1
52.5773196,1,1
526.0,1,1
5.26315789,1,1
52635.0,1,1
5265.0,1,1
5272.0,1,1
5275.0,1,1
528.0,1,1
5285.0,1,1
52.9215359,1,1
529.573171,1,1
53.0,2,1
530.0,2,1
5.30341662,1,1
53.125,1,1
5319.0,1,1
532.0,1,1
5320.0,1,1
5333.33333,1,1
53.3450704,1,1
5340.0,1,1
535.0,3,1
5360.0,1,1
53.6121673,1,1
53.6656891,1,1
537.0,1,1
53.7190083,1,1
537.790698,1,1
538.0,1,1
5380.0,1,1
538.461538,1,1
53.8461538,1,1
539.0,1,1
539.751553,1,1
54.0,5,1
540.0,2,1
5400.0,1,1
540.140845,1,1
5405.0,1,1
54.0540541,1,1
5.40540541,1,1
5410.0,1,1
541.057935,1,1
541.304348,1,1
54.1567696,1,1
5422.0,1,1
5422.90076,1,1
543.0,2,1
543.243243,1,1
5.43478261,1,1
544.0,1,1
54.4186047,1,1
54.4303797,1,1
545.0,5,1
5456.0,1,1
5458.0,1,1
545.833333,1,1
546.0,1,1
5465.0,1,1
5466.66667,1,1
54.7169811,1,1
547.338853,1,1
5475.0,1,1
5478.0,1,1
549.0,1,1
55.0,10,1
550.0,4,1
5502.0,1,1
5.50458716,1,1
551.0,1,1
55.1724138,1,1
5520.0,1,1
552.173913,1,1
55.2631579,1,1
553.333333,1,1
5541.0,1,1
5545.0,1,1
554.639175,1,1
555.0,2,1
55.5555556,1,1
