Year,Staatsangehörigkeit,Erreichter Abschluss,Besuchte Schule,Value
2019,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2019,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,5.0
2019,Ausländerinnen und Ausländer,,Berufl. Gymnasium,182.0
2019,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,102.0
2018,Deutsche,Allgemeine Hochschulreife,Berufl. Gymnasium,5308.0
2018,Deutsche,Fachhochschulreife,Berufl. Gymnasium,78.0
2018,Deutsche,Schulischer Teil der Fachhochschulreife,Berufl. Gymnasium,974.0
2018,Deutsche,Realschulabschluss,Berufl. Gymnasium,
2018,Deutsche,Hauptschulabschluss,Berufl. Gymnasium,
2018,Deutsche,Erfolgreicher Besuch,Berufl. Gymnasium,
2018,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2018,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,106.0
2018,Deutsche,,Berufl. Gymnasium,6466.0
2018,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,1852.0
2018,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufl. Gymnasium,176.0
2018,Ausländerinnen und Ausländer,Fachhochschulreife,Berufl. Gymnasium,4.0
2018,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufl. Gymnasium,38.0
2018,Ausländerinnen und Ausländer,Realschulabschluss,Berufl. Gymnasium,
2018,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufl. Gymnasium,
2018,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufl. Gymnasium,
2018,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2018,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,6.0
2018,Ausländerinnen und Ausländer,,Berufl. Gymnasium,224.0
2018,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,97.0
2017,Deutsche,Allgemeine Hochschulreife,Berufl. Gymnasium,5730.0
2017,Deutsche,Fachhochschulreife,Berufl. Gymnasium,77.0
2017,Deutsche,Schulischer Teil der Fachhochschulreife,Berufl. Gymnasium,946.0
2017,Deutsche,Realschulabschluss,Berufl. Gymnasium,13.0
2017,Deutsche,Hauptschulabschluss,Berufl. Gymnasium,
2017,Deutsche,Erfolgreicher Besuch,Berufl. Gymnasium,
2017,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2017,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,145.0
2017,Deutsche,,Berufl. Gymnasium,6911.0
2017,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,1881.0
2017,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufl. Gymnasium,164.0
2017,Ausländerinnen und Ausländer,Fachhochschulreife,Berufl. Gymnasium,2.0
2017,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufl. Gymnasium,51.0
2017,Ausländerinnen und Ausländer,Realschulabschluss,Berufl. Gymnasium,1.0
2017,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufl. Gymnasium,
2017,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufl. Gymnasium,
2017,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2017,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,15.0
2017,Ausländerinnen und Ausländer,,Berufl. Gymnasium,233.0
2017,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,103.0
2015,Deutsche,Allgemeine Hochschulreife,Berufl. Gymnasium,5610.0
2015,Deutsche,Fachhochschulreife,Berufl. Gymnasium,149.0
2015,Deutsche,Realschulabschluss,Berufl. Gymnasium,684.0
2015,Deutsche,Hauptschulabschluss,Berufl. Gymnasium,
2015,Deutsche,erfolgreicher Besuch,Berufl. Gymnasium,
2015,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2015,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufl. Gymnasium,
2015,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,116.0
2015,Deutsche,,Berufl. Gymnasium,6559.0
2015,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,1653.0
2015,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufl. Gymnasium,149.0
2015,Ausländerinnen und Ausländer,Fachhochschulreife,Berufl. Gymnasium,4.0
2015,Ausländerinnen und Ausländer,Realschulabschluss,Berufl. Gymnasium,30.0
2015,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufl. Gymnasium,
2015,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufl. Gymnasium,
2015,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2015,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufl. Gymnasium,
2015,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,6.0
2015,Ausländerinnen und Ausländer,,Berufl. Gymnasium,189.0
2015,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,82.0
2014,Deutsche,Allgemeine Hochschulreife,Berufl. Gymnasium,5631.0
2014,Deutsche,Fachhochschulreife,Berufl. Gymnasium,81.0
2014,Deutsche,Realschulabschluss,Berufl. Gymnasium,814.0
2014,Deutsche,Hauptschulabschluss,Berufl. Gymnasium,
2014,Deutsche,erfolgreicher Besuch,Berufl. Gymnasium,
2014,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2014,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufl. Gymnasium,
2014,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,78.0
2014,Deutsche,,Berufl. Gymnasium,6604.0
2014,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,1809.0
2014,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufl. Gymnasium,145.0
2014,Ausländerinnen und Ausländer,Fachhochschulreife,Berufl. Gymnasium,3.0
2014,Ausländerinnen und Ausländer,Realschulabschluss,Berufl. Gymnasium,26.0
2014,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufl. Gymnasium,
2014,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufl. Gymnasium,
2014,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2014,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufl. Gymnasium,
2014,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,4.0
2014,Ausländerinnen und Ausländer,,Berufl. Gymnasium,178.0
2014,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,89.0
2012,Deutsche,Allgemeine Hochschulreife,Berufl. Gymnasium,5831.0
2012,Deutsche,Fachhochschulreife,Berufl. Gymnasium,765.0
2012,Deutsche,Realschulabschluss,Berufl. Gymnasium,20.0
2012,Deutsche,Hauptschulabschluss,Berufl. Gymnasium,
2012,Deutsche,erfolgreicher Besuch,Berufl. Gymnasium,
2012,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2012,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufl. Gymnasium,
2012,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,540.0
2012,Deutsche,,Berufl. Gymnasium,7156.0
2012,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,1465.0
2012,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufl. Gymnasium,149.0
2012,Ausländerinnen und Ausländer,Fachhochschulreife,Berufl. Gymnasium,33.0
2012,Ausländerinnen und Ausländer,Realschulabschluss,Berufl. Gymnasium,
2012,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufl. Gymnasium,
2012,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufl. Gymnasium,
2012,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2012,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufl. Gymnasium,
2012,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,28.0
2012,Ausländerinnen und Ausländer,,Berufl. Gymnasium,210.0
2012,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,65.0
2011,Deutsche,Allgemeine Hochschulreife,Berufl. Gymnasium,5305.0
2011,Deutsche,Fachhochschulreife,Berufl. Gymnasium,646.0
2011,Deutsche,Realschulabschluss,Berufl. Gymnasium,6.0
2011,Deutsche,Hauptschulabschluss,Berufl. Gymnasium,
2011,Deutsche,erfolgreicher Besuch,Berufl. Gymnasium,
2011,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2011,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufl. Gymnasium,
2011,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,611.0
2011,Deutsche,,Berufl. Gymnasium,6568.0
2011,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,1417.0
2011,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufl. Gymnasium,145.0
2011,Ausländerinnen und Ausländer,Fachhochschulreife,Berufl. Gymnasium,19.0
2011,Ausländerinnen und Ausländer,Realschulabschluss,Berufl. Gymnasium,
2011,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufl. Gymnasium,
2011,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufl. Gymnasium,
2011,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2011,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufl. Gymnasium,
2011,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,27.0
2011,Ausländerinnen und Ausländer,,Berufl. Gymnasium,191.0
2011,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,75.0
2010,Deutsche,Allgemeine Hochschulreife,Berufl. Gymnasium,5139.0
2010,Deutsche,Fachhochschulreife,Berufl. Gymnasium,764.0
2010,Deutsche,Realschulabschluss,Berufl. Gymnasium,4.0
2010,Deutsche,Hauptschulabschluss,Berufl. Gymnasium,
2010,Deutsche,erfolgreicher Besuch,Berufl. Gymnasium,
2010,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2010,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufl. Gymnasium,
2010,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,567.0
2010,Deutsche,,Berufl. Gymnasium,6474.0
2010,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,1504.0
2010,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufl. Gymnasium,87.0
2010,Ausländerinnen und Ausländer,Fachhochschulreife,Berufl. Gymnasium,22.0
2010,Ausländerinnen und Ausländer,Realschulabschluss,Berufl. Gymnasium,
2010,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufl. Gymnasium,
2010,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufl. Gymnasium,
2010,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2010,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufl. Gymnasium,
2010,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,35.0
2010,Ausländerinnen und Ausländer,,Berufl. Gymnasium,144.0
2010,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,74.0
2006,Deutsche,Allgemeine Hochschulreife,Berufl. Gymnasium,4210.0
2006,Deutsche,Fachhochschulreife,Berufl. Gymnasium,642.0
2006,Deutsche,Realschulabschluss,Berufl. Gymnasium,
2006,Deutsche,Hauptschulabschluss,Berufl. Gymnasium,
2006,Deutsche,erfolgreicher Besuch,Berufl. Gymnasium,
2006,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2006,Deutsche,ohne erfolgr. Besuch m. gle,,
